2017-05-25,0,39
1,SENSEX,30
2,BSE100,101
3,BSE200,201
4,BSE500,501
7,BSECG,26
8,BSECD,10
10,BSEPSU,54
11,TECK,30
12,BANKEX,10
13,AUTO,13
14,METAL,10
15,OILGAS,10
21,REALTY,10
22,POWER,18
23,BSEIPO,22
25,GREENX,25
26,CARBON,100
27,SMEIPO,43
28,INFRA,29
29,CPSE,43
30,MIDCAP,85
31,SMLCAP,771
32,BSEFMC,69
33,BSEHC,70
34,BSEIT,58
35,MFG,30
36,ALLCAP,927
37,BASMTR,143
38,CDGS,224
39,ENERGY,23
40,FIN,91
41,INDSTR,203
42,LRGCAP,71
43,MIDSEL,30
44,SMLSEL,59
45,TELCOM,14
46,UTILS,32
47,SNSX50,51
48,SNXT50,50
1,532454,1319142000
1,500087,506817360
1,533278,1241481800
1,500124,122592100
1,532155,625782480
1,500180,2022460830
1,500182,127806080
1,500696,714210750
1,500010,1585931000
1,532174,5822076000
1,500875,8491296800
1,500209,1998341280
1,500510,802350760
1,500520,465819000
1,532500,132915200
1,532555,2473639500
1,500312,2694979350
1,500325,1654369110
1,532215,1674526700
1,532977,136002960
1,500112,3189401600
1,524715,1079644500
1,532540,532015560
1,500570,1934426680
1,500470,670138350
1,507685,632029580
1,532921,890509360
1,500820,450823060
1,500257,239292350
1,532898,2197267800
2,505200,13332900
2,500111,121263840
2,532712,995592000
2,500325,1654369110
2,500390,136754800
2,532939,701281500
2,532955,770218020
2,500295,1096936780
2,511218,145205120
2,500550,89030000
2,500112,3189401600
2,500113,1032631250
2,524715,1079644500
2,500770,175781640
2,532540,532015560
2,500800,416545800
2,500570,1934426680
2,500400,1812198580
2,500470,670138350
2,532755,623000320
2,500114,417259420
2,512070,354865700
2,532538,104304300
2,532477,254353170
2,526371,790972500
2,532555,2473639500
2,500790,35673920
2,500312,2694979350
2,532810,844826240
2,532898,2197267800
2,532461,744788800
2,500875,8491296800
2,532822,1260591150
2,530965,1019739840
2,532187,496393120
2,500209,1998341280
2,500228,1039404600
2,500530,8851090
2,532478,68745300
2,532432,56677920
2,507685,632029580
2,532648,356059080
2,505537,547455930
2,524804,269178200
2,531642,516148400
2,570001,503392230
2,534816,517890240
2,517334,477152940
2,500825,58800490
2,500425,774401550
2,500477,1422938000
2,500820,450823060
2,532215,1674526700
2,532977,136002960
2,532134,944705600
2,532149,232032900
2,500493,123380820
2,500103,905612000
2,500547,520620480
2,532454,1319142000
2,532483,203078600
2,500087,506817360
2,533278,1241481800
2,500830,133273140
2,500480,135828000
2,532868,445993750
2,500096,563686720
2,532488,127424640
2,500124,122592100
2,500086,459000000
2,500469,1687000420
2,532754,2293659100
2,532155,625782480
2,532296,152370720
2,532424,126022370
2,500300,322098210
2,532281,564479200
2,500180,2022460830
2,500182,127806080
2,500440,1390796400
2,500104,497781690
2,500696,714210750
2,500188,253519200
2,532873,286442640
2,500010,1585931000
2,532174,5822076000
2,500116,370586700
2,500002,52977000
2,500410,93893500
2,532921,890509360
2,532286,347709120
2,500247,1048723620
2,500253,302797800
2,500510,802350760
2,500257,239292350
2,532720,273007200
2,500520,465819000
2,532500,132915200
2,532321,255936250
2,500034,214441890
2,535789,305131680
3,531500,135819600
3,539437,1324884210
3,500303,54702480
3,532617,28399250
3,500271,112253400
3,500674,9212400
3,535755,315795120
3,514162,271277100
3,511243,60943740
3,530019,70083640
3,532947,151123500
3,500875,8491296800
3,532822,1260591150
3,535789,305131680
3,500850,603457140
3,530965,1019739840
3,532514,70000000
3,532187,496393120
3,532777,69036120
3,500209,1998341280
3,524494,68147460
3,533148,410013750
3,500228,1039404600
3,500219,317514540
3,532652,282687000
3,500247,1048723620
3,533519,544273820
3,500253,302797800
3,500510,802350760
3,500257,239292350
3,500290,2459780
3,532720,273007200
3,500520,465819000
3,531642,516148400
3,532500,132915200
3,532286,347709120
3,533155,36271400
3,532819,112558660
3,517334,477152940
3,526299,84161600
3,534091,43348300
3,533098,2154457410
3,526371,790972500
3,532555,2473639500
3,532234,463902960
3,500790,35673920
3,500312,2694979350
3,533106,184348450
3,532466,22121060
3,532522,375000000
3,500331,153802500
3,500302,82830240
3,532810,844826240
3,532898,2197267800
3,532461,744788800
3,500260,138084660
3,500295,1096936780
3,500387,8709250
3,532498,36925280
3,511218,145205120
3,500550,89030000
3,532218,1802312000
3,500112,3189401600
3,500113,1032631250
3,532531,54515090
3,524715,1079644500
3,532733,82757850
3,509930,63513500
3,532800,651456800
3,532343,199536960
3,500770,175781640
3,500483,71250000
3,532540,532015560
3,500800,416545800
3,500570,1934426680
3,500400,1812198580
3,500470,670138350
3,532755,623000320
3,500411,45279280
3,500114,417259420
3,500420,49074670
3,500111,121263840
3,532712,995592000
3,500325,1654369110
3,500390,136754800
3,532939,701281500
3,532955,770218020
3,532827,5688540
3,532872,69128920
3,533398,99864000
3,533573,49014160
3,539876,413652360
3,507815,8146250
3,539523,11956500
3,512599,274952500
3,500101,144681040
3,500477,1422938000
3,500820,450823060
3,524804,269178200
3,532215,1674526700
3,532977,136002960
3,500034,214441890
3,532978,60469780
3,500490,58985820
3,532134,944705600
3,532149,232032900
3,500043,60408160
3,506285,10959740
3,509480,242738250
3,500049,558407500
3,500493,123380820
3,500103,905612000
3,500547,520620480
3,532454,1319142000
3,534816,517890240
3,532331,22881300
3,532523,70000000
3,500530,8851090
3,500825,58800490
3,500084,66278500
3,500092,23540550
3,532321,255936250
3,508869,76518750
3,500877,285054000
3,500008,81990240
3,500425,774401550
3,532921,890509360
3,533096,1157081700
3,500002,52977000
3,500410,93893500
3,532683,35841600
3,532483,203078600
3,532885,304347360
3,500040,54731040
3,500087,506817360
3,533278,1241481800
3,500830,133273140
3,531344,104799063
3,539448,36146800
3,500480,135828000
3,532868,445993750
3,500096,563686720
3,532839,383736600
3,532488,127424640
3,500124,122592100
3,505200,13332900
3,531162,61281360
3,532178,276288340
3,500086,459000000
3,500469,1687000420
3,532754,2293659100
3,511288,149241230
3,532155,625782480
3,500676,11775680
3,500660,21175750
3,532296,152370720
3,532424,126022370
3,500164,84035000
3,500300,322098210
3,500620,105543900
3,533248,275560800
3,532702,287429880
3,532281,564479200
3,500180,2022460830
3,511072,156563000
3,517354,237444900
3,500182,127806080
3,532129,87588120
3,500440,1390796400
3,500294,444745600
3,500104,497781690
3,500696,714210750
3,500188,253519200
3,532873,286442640
3,500010,1585931000
3,532174,5822076000
3,500116,370586700
3,512070,354865700
