ScripCode,Scrip ID,Scrip Group,ScripName,Close Price,Daily Upper Value,Daily Lower Value,Weekly Upper Value,Weekly Lower Value,Monthly Upper Value,Monthly Lower Value,Quarterly Upper Value,Quarterly Lower Value,Yearly Upper Value,Yearly Lower Value,Final Upper Value,Final Lower Value,Filler1,Filler2,Filler3,Filler4,Filler5
513558,REALSTR,XD,REAL STRIPS LTD.,1218,1278,1158,0,0,0,0,1920,396,2476,1,1278,1158,,,,,
513566,NOVIS,XT,NOVA IRON & STEEL LTD.,1252,1314,1190,0,0,0,0,2289,472,3123,1,1314,1190,,,,,
513575,STERPOW,XT,STERLING POWERGENSYS LTD,640,672,608,0,0,0,0,1261,260,1464,1,672,608,,,,,
513579,FFPL,Z,FOUNDRY FUEL PRODUCTS LTD.,540,567,513,0,0,0,0,675,140,1378,1,567,513,,,,,
513642,AXELPOLY,XT,AXEL POLYMERS LTD.,1209,1269,1149,0,0,0,0,1920,396,1634,1,1269,1149,,,,,
513648,MARGPROIN,XT,MARG PROJECTS AND INFRASTRUCTU,958,1005,911,0,0,0,0,1936,400,2220,1,1005,911,,,,,
513687,SPECTRA,XD,SPECTRA INDUSTRIES LTD.,1915,2010,1820,0,0,0,0,3420,710,3345,5,2010,1820,,,,,
513693,KAJARIR,XC,KIC METALIKS LTD.,12130,12370,11890,0,0,0,0,22845,9755,29420,7585,12370,11890,,,,,
513699,SOLIDSTON,XD,SOLID STONE COMPANY LTD.,8800,9240,8360,0,0,0,0,16980,3505,9515,5,9240,8360,,,,,
513703,KUMARWI,XT,KUMAR WIRE CLOTH MANUFACTURING,3610,3790,3430,0,0,0,0,7370,1520,7270,5,3790,3430,,,,,
513709,SHILGRAVQ,XD,SHILP GRAVURES LTD.,11440,13725,9155,0,0,0,0,32045,5,39385,5,13725,9155,,,,,
513713,WHITEORG,XT,White Organic Agro Limited,6400,6720,6080,0,0,0,0,11135,5,12075,5,6720,6080,,,,,
513721,MFSINTRCRP,P,MFS INTERCORP LTD.,931,977,885,0,0,0,0,1901,392,2391,1,977,885,,,,,
513723,HIMGRANI,XD,HIMALAYA GRANITES LTD.,4145,4350,3940,0,0,0,0,8040,1660,4145,5,4145,3940,,,,,
514010,HIMFIBP,XC,HIMACHAL FIBRES LTD.,920,1104,736,0,0,0,0,3901,1,8568,1,1104,736,,,,,
514030,DEEPAKSP,XD,DEEPAK SPINNERS LTD.,8900,10680,7120,0,0,0,0,33430,5,52305,5,10680,7120,,,,,
514036,LOYALTEX,XC,LOYAL TEXTILE MILLS LTD.,79505,95405,63605,0,0,0,0,238810,5,326235,5,95405,63605,,,,,
514060,EVERTEX,ZP,EVERGREEN TEXTILES LIMITED,1250,1312,1188,0,0,0,0,2425,500,3050,1,1312,1188,,,,,
514087,PBMPOLY,XD,PBM POLYTEX LTD.,8470,10160,6780,0,0,0,0,29020,5,41720,5,10160,6780,,,,,
514113,ADINATH,XT,ADINATH TEXTILES LTD.,533,559,507,0,0,0,0,979,202,534,1,534,507,,,,,
514116,GUPTSYN,XD,GUPTA SYNTHETICS LTD.,450,472,428,0,0,0,0,1047,216,605,1,472,428,,,,,
514118,ESKAY,XD,ESKAY KNIT (INDIA) LTD.,29,30,28,0,0,0,0,52,11,70,1,30,28,,,,,
514128,KONARKSY,XD,KONARK SYNTHETIC LTD.,1510,1585,1435,0,0,0,0,3015,625,3695,5,1585,1435,,,,,
514138,SURYALA,XD,SURYALATA SPINNING MILLS LTD.,14835,17800,11870,0,0,0,0,53105,5,93020,5,17800,11870,,,,,
514140,SURYVANSP,XD,SURYAVANSHI SPINNING MILLS LTD,1016,1066,966,0,0,0,0,1817,375,2671,1,1066,966,,,,,
514144,UNIWORTH,XT,UNIWORTH LTD.,202,206,198,0,0,0,0,248,52,314,1,206,198,,,,,
514165,INDIANACRY,XC,INDIAN ACRYLICS LTD.,1730,2075,1385,0,0,0,0,5460,5,9625,5,2075,1385,,,,,
514171,CEETAIN,XT,CEETA INDUSTRIES LTD.,1135,1191,1079,0,0,0,0,2079,429,1320,1,1191,1079,,,,,
514177,RISHYRN,P,RISHAB SPECIAL YARNS LTD.,1050,1102,998,0,0,0,0,2037,420,2562,1,1102,998,,,,,
514183,BLACKROSE,XC,BLACK ROSE INDUSTRIES LTD.,2730,3275,2185,0,0,0,0,8815,5,12240,5,3275,2185,,,,,
514197,STCORP,P,S&T CORPORATION LTD.,18050,18950,17150,0,0,0,0,35015,7220,48800,5,18950,17150,,,,,
514215,BINNY,XT,BINNY LTD.,22265,23375,21155,0,0,0,0,25245,5210,83475,5,23375,21155,,,,,
514221,KLIFESTYL,XD,K-LIFESTYLE & INDUSTRIES LIMIT,16,19,13,0,0,0,0,53,1,125,1,19,13,,,,,
514238,IKAB,XD,IKAB SECURITIES & INVESTMENT L,1654,1736,1572,0,0,0,0,2642,545,3660,1,1736,1572,,,,,
514240,KUSHIND,XD,Kush Industries Limited,75,78,72,0,0,0,0,143,30,190,1,78,72,,,,,
514264,SEASONST,XD,SEASONS TEXTILES LTD.,1158,1215,1101,0,0,0,0,1495,309,1988,1,1215,1101,,,,,
514266,ZENIFIB,XT,ZENITH FIBRES LTD.,13610,14290,12930,0,0,0,0,25905,5345,40650,5,14290,12930,,,,,
514272,BHILSPIN,XD,BHILWARA SPINNERS LTD.,800,840,760,0,0,0,0,1573,325,2684,1,840,760,,,,,
514302,VIPPYSP,XD,VIPPY SPINPRO LTD.,4045,4850,3240,0,0,0,0,12470,5,14795,5,4850,3240,,,,,
514312,JAIHINDS,XT,JAIHIND SYNTHETICS LTD.,403,423,383,0,0,0,0,517,107,1146,1,423,383,,,,,
514316,RAGHUSYN,XT,RAGHUVIR SYNTHETICS LTD.,7605,7755,7455,0,0,0,0,8845,1825,13210,5,7755,7455,,,,,
514318,JATTAINDUS,P,JATTASHANKAR INDUSTIES LTD.,2215,2325,2105,0,0,0,0,3385,700,2905,5,2325,2105,,,,,
514322,KAMADGIRI,XD,KAMADGIRI FASHION LTD.,7215,8655,5775,0,0,0,0,22675,5,37015,5,8655,5775,,,,,
514324,OMNITEX,XD,OMNITEX INDUSTRIES (INDIA) LTD,1715,1800,1630,0,0,0,0,3070,635,3660,5,1800,1630,,,,,
514330,OBRSESY,XD,OVERSEAS SYNTHETICS LTD.,1228,1289,1167,0,0,0,0,2436,503,3699,1,1289,1167,,,,,
514332,NEOINFRA,XT,NEO INFRACON LTD.,4510,4735,4285,0,0,0,0,12510,2580,27525,5,4735,4285,,,,,
514336,SSK,XD,SSK Lifestyles Limited,408,416,400,0,0,0,0,1978,408,3550,1,416,408,,,,,
514358,EVERLON,XD,EVERLON SYNTHETICS LTD.,172,180,164,0,0,0,0,325,68,461,1,180,164,,,,,
514366,CITIZYN,XT,CITIZEN YARNS LTD.,100,105,95,0,0,0,0,275,57,1180,1,105,95,,,,,
514378,YARNSYN,XT,YARN SYNDICATE LTD.,550,577,523,0,0,0,0,1134,234,1532,1,577,523,,,,,
514386,GUJCOTEX,XD,GUJARAT COTEX LTD.,389,408,370,0,0,0,0,966,200,1017,1,408,370,,,,,
514394,AJIL,XC,ATLAS JEWELLERY INDIA LIMITED,6690,7355,6025,0,0,0,0,15675,5,9610,5,7355,6025,,,,,
514400,GARWSYN,XD,GARWARE SYNTHETICS LTD.,675,708,642,0,0,0,0,1914,395,1708,1,708,642,,,,,
514402,SHARDFI,P,SHARAD FIBRES & YARN PROCESSOR,1020,1071,969,0,0,0,0,1978,408,2293,1,1071,969,,,,,
514412,SARUPINDUS,XD,SARUP INDUSTRIES LTD.,6950,7295,6605,0,0,0,0,12220,2520,15650,5,7295,6605,,,,,
514414,OXFORDIN,XD,OXFORD INDUSTRIES LTD.,76,79,73,0,0,0,0,155,32,185,1,79,73,,,,,
514418,MANORG,XT,MANGALAM ORGANICS LIMITED,7130,7485,6775,0,0,0,0,11840,2445,20885,5,7485,6775,,,,,
514428,HINDADH,XD,HINDUSTAN ADHESIVES LTD.,7050,7755,6345,0,0,0,0,13875,5,22245,5,7755,6345,,,,,
514440,BPTEX,XT,BLUE PEARL TEXSPIN LIMITED,3200,3360,3040,0,0,0,0,3905,810,3200,5,3200,3040,,,,,
514442,SRIKPRIND,XT,SRI KPR INDUSTRIES LTD.,2530,2655,2405,0,0,0,0,4370,905,5050,5,2655,2405,,,,,
514448,JYOTIRES,XT,JYOTI RESINS & ADHESIVES LTD.,15985,16780,15190,0,0,0,0,32745,6755,52930,5,16780,15190,,,,,
514450,MHLXMIRU,XC,MAHALAXMI RUBTECH LTD.,5815,6975,4655,0,0,0,0,15695,5,16700,5,6975,4655,,,,,
514454,SOUTLAT,XT,SOUTHERN LATEX LTD.,994,1043,945,0,0,0,0,1843,380,1198,1,1043,945,,,,,
514460,OSWAYRN,XT,OSWAL YARNS LTD.,300,315,285,0,0,0,0,684,142,507,1,315,285,,,,,
514470,WINSOMTX,XC,WINSOME TEXTILE INDUSTRIES LTD,8730,10475,6985,0,0,0,0,22375,5,27985,5,10475,6985,,,,,
514474,FAIRDSY,XD,FAIR DEAL FILAMENTS LTD.,3115,3735,2495,0,0,0,0,9950,5,17240,5,3735,2495,,,,,
514482,ASAHIIND,P,ASAHI INDUSTRIES LIMITED,294,308,280,0,0,0,0,570,118,753,1,308,280,,,,,
514484,THAMBBI,XD,THAMBBI MODERN SPINNING MILLS ,766,804,728,0,0,0,0,1497,309,2310,1,804,728,,,,,
514486,POLTC,XT,POLYGENTA TECHNOLOGIES LTD.,1470,1543,1397,0,0,0,0,2851,588,3782,1,1543,1397,,,,,
515043,SAINTGOBAIN,XC,SAINT-GOBAIN SEKURIT INDIA LTD,4855,5825,3885,0,0,0,0,15495,5,21485,5,5825,3885,,,,,
515059,MADHUDIN,XD,MADHUSUDAN INDUSTRIES LTD.,1490,1560,1420,0,0,0,0,2935,610,2560,5,1560,1420,,,,,
515081,SRIVAJRA,P,SRI VAJRA GRANITES LTD.,409,429,389,0,0,0,0,834,172,1346,1,429,389,,,,,
515085,RESTILE,XD,RESTILE CERAMICS LTD.,594,712,476,0,0,0,0,1619,1,2883,1,712,476,,,,,
515099,VERTICLIND,P,VERTICAL INDUSTRIES LTD,1047,1099,995,0,0,0,0,1474,304,1117,1,1099,995,,,,,
515127,RAMMA,P,RAMMAICA (INDIA) LTD.,1088,1142,1034,0,0,0,0,1678,346,1088,1,1088,1034,,,,,
515147,HALDYNGL,XC,HALDYN GLASS LTD,3915,4695,3135,0,0,0,0,15010,5,15720,5,4695,3135,,,,,
516003,SARDAPLY,XT,SARDA PLYWOOD INDUSTRIES LTD.,20000,21000,19000,0,0,0,0,35345,7290,46185,5,21000,19000,,,,,
516020,AGIOPAPER,XT,AGIO PAPER & INDUSTRIES LTD.,358,365,351,0,0,0,0,358,74,429,1,358,351,,,,,
516030,YASHPPR,XD,YASH PAPERS LTD.,3405,3745,3065,0,0,0,0,9590,5,9600,5,3745,3065,,,,,
516032,SARDAPPR,XD,SARDA PAPERS LTD.,1200,1260,1140,0,0,0,0,2172,448,2688,1,1260,1140,,,,,
516078,JUMBO,Z,JUMBO BAG LTD.,1501,1576,1426,0,0,0,0,2716,560,2313,1,1576,1426,,,,,
516086,SRPML,XT,SHREE RAJESHWARANAND PAPER MIL,660,693,627,0,0,0,0,1202,248,1615,1,693,627,,,,,
516096,SANPA,XT,SANGAL PAPERS LTD.,10500,11025,9975,0,0,0,0,20785,4290,15140,5,11025,9975,,,,,
516098,VENTURA,XT,VENTURA TEXTILES LTD.,518,543,493,0,0,0,0,1160,240,2642,1,543,493,,,,,
516106,SHKARTP,XD,SHREE KARTHIK PAPERS LTD.,942,989,895,0,0,0,0,1398,289,1424,1,989,895,,,,,
516108,STHINPA,XT,SOUTH INDIA PAPER MILLS LTD.,10780,11315,10245,0,0,0,0,22325,4605,36600,5,11315,10245,,,,,
516110,SCANDENT,XT,SCANDENT IMAGING LIMITED,1880,1970,1790,0,0,0,0,3860,5,4045,5,1970,1790,,,,,
517035,RIR,XD,RUTTONSHA INTERNATIONAL RECTIF,4710,5180,4240,0,0,0,0,8890,5,12900,5,5180,4240,,,,,
517044,IDM,XT,INTERNATIONAL DATA MANAGEMENT,1995,2090,1900,0,0,0,0,3870,800,4575,5,2090,1900,,,,,
517063,JETKINGQ,XD,JETKING INFOTRAIN LTD.,4500,5400,3600,0,0,0,0,15510,5,26980,5,5400,3600,,,,,
517077,INDAGIV,Z,IND-AGIV COMMERCE LTD.,2450,2570,2330,0,0,0,0,4750,980,6340,5,2570,2330,,,,,
517096,APLAB,XT,APLAB LTD.,2500,2625,2375,0,0,0,0,5090,1050,5270,5,2625,2375,,,,,
517119,PCS,XD,PCS TECHNOLOGY LTD.,2425,2910,1940,0,0,0,0,8850,5,13055,5,2910,1940,,,,,
517166,SPELS,XD,SPEL SEMICONDUCTOR LTD.,1273,1527,1019,0,0,0,0,5110,1,6500,1,1527,1019,,,,,
517170,KLKELEC,XT,KLK ELECTRICAL LTD,1225,1286,1164,0,0,0,0,2134,440,3730,1,1286,1164,,,,,
517201,SWITCHTE,XT,SWITCHING TECHNOLOGIES GUNTHER,6045,6345,5745,0,0,0,0,12415,2560,20810,5,6345,5745,,,,,
517228,TRENDELEC,XD,TREND ELECTRONICS LTD.,1390,1665,1115,0,0,0,0,6125,5,11855,5,1665,1115,,,,,
517236,CALCOM,XT,CALCOM VISION LTD.,575,603,547,0,0,0,0,1086,224,575,1,575,547,,,,,
517238,DYNAVSN,P,DYNAVISION LTD.,5790,6075,5505,0,0,0,0,11345,2340,6500,5,6075,5505,,,,,
517246,BCCFUBA,XT,BCC FUBA INDIA LTD.,1025,1076,974,0,0,0,0,1986,410,1024,1,1025,974,,,,,
517258,PRECISIO,XT,PRECISION ELECTRONICS LTD.,2715,2850,2580,0,0,0,0,5855,1210,7550,5,2850,2580,,,,,
517264,FINELINE,XD,FINE-LINE CIRCUITS LTD.,1093,1147,1039,0,0,0,0,2609,538,2313,1,1147,1039,,,,,
517288,GUJPOLYA,XT,GUJARAT POLY-AVX ELECTRONICS L,1470,1543,1397,0,0,0,0,1747,361,2562,1,1543,1397,,,,,
517320,SAVINFOCO,XT,SAVANT INFOCOMM LTD.,180,189,171,0,0,0,0,349,72,588,1,189,171,,,,,
517356,ACIIN,XD,ACI INFOCOM LTD.,680,748,612,0,0,0,0,1619,1,4341,1,748,612,,,,,
517370,INCAP,XT,INCAP LTD.,3420,3590,3250,0,0,0,0,5915,1220,6100,5,3590,3250,,,,,
517372,GUJINTRX,XD,GUJARAT INTRUX LTD.,6400,6720,6080,0,0,0,0,12125,2500,14760,5,6720,6080,,,,,
517393,VINTRON,XT,VINTRON INFORMATICS LTD.,110,115,105,0,0,0,0,223,46,546,1,115,105,,,,,
517397,PANELEC,XT,PAN ELECTRONICS INDIA LTD.,380,399,361,0,0,0,0,776,160,790,1,399,361,,,,,
517399,VXLINSTR,XT,VXL INSTRUMENTS LTD.,838,879,797,0,0,0,0,1565,323,2074,1,879,797,,,,,
517403,SUNSOUI,XT,SUN SOURCE (INDIA) LTD.,357,364,350,0,0,0,0,632,131,566,1,364,350,,,,,
517415,LEENEE,XD,LEE & NEE SOFTWARES (EXPORTS) ,276,331,221,0,0,0,0,988,1,1626,1,331,221,,,,,
517417,PATELSAI,XD,PATELS AIRTEMP (INDIA) LTD.,18005,21605,14405,0,0,0,0,60500,5,91035,5,21605,14405,,,,,
517423,INTEGSW,P,INTEGRA SWITCHGEAR LTD.,431,452,410,0,0,0,0,836,173,1051,1,452,410,,,,,
517429,ATHENAGLO,XT,Athena Global Technologies Limited,2520,2645,2395,0,0,0,0,4850,1000,16345,5,2645,2395,,,,,
517433,INSOE,XD,INNOVATION SOFTWARE EXPORTS LT,90,94,86,0,0,0,0,176,37,229,1,94,86,,,,,
517437,DUTRON,XT,DUTRON POLYMERS LTD.,15470,16240,14700,0,0,0,0,25625,5285,23910,5,16240,14700,,,,,
517449,MAGNAELQ,XD,MAGNA ELECTRO CASTINGS LTD.,17215,20655,13775,0,0,0,0,58095,5,81055,5,20655,13775,,,,,
517463,LINAKS,XT,LINAKS MICROELECTRONICS LTD.,60,63,57,0,0,0,0,110,23,126,1,63,57,,,,,
517467,MARSONS,XD,MARSONS LIMITED,985,1182,788,0,0,0,0,4241,1,7692,1,1182,788,,,,,
517471,KOATOOLIN,XT,KOA TOOLS INDIA LTD.,24,25,23,0,0,0,0,38,8,51,1,25,23,,,,,
517477,ELNET,XD,ELNET TECHNOLOGIES LTD.,13355,16025,10685,0,0,0,0,42165,5,46565,5,16025,10685,,,,,
517481,ARTKPOW,XT,ARTECH POWER PRODUCTS LTD.,1560,1590,1530,0,0,0,0,7565,1560,17295,5,1590,1560,,,,,
517494,ACCEL,XT,ACCEL TRANSMATIC LTD.,470,493,447,0,0,0,0,977,202,1205,1,493,447,,,,,
517500,ROTO,XD,ROTO PUMPS LTD.,9785,10760,8810,0,0,0,0,18735,5,27825,5,10760,8810,,,,,
517514,DHINDIA,XD,D&H INDIA LTD,2280,2735,1825,0,0,0,0,6745,5,8810,5,2735,1825,,,,,
517522,RAJGLOWIR,XC,RAJRATAN GLOBAL WIRE LTD.,61345,73610,49080,0,0,0,0,204725,5,244800,5,73610,49080,,,,,
517546,ALFATRAN,XT,ALFA TRANSFORMERS LTD.,2835,2975,2695,0,0,0,0,4620,5,8475,5,2975,2695,,,,,
517548,STARLITE,XD,STARLITE COMPONENTS LTD.,4490,5385,3595,0,0,0,0,16645,5,24095,5,5385,3595,,,,,
517552,ADVNCMIC,Z,ADVANCED MICRONIC DEVICES LTD.,780,819,741,0,0,0,0,1096,226,1281,1,819,741,,,,,
517554,NHCFOODS,XD,NHC FOODS LTD.,1299,1558,1040,0,0,0,0,4906,1,8758,1,1558,1040,,,,,
517564,GRCABLE,XT,GR CABLES LTD.,52,54,50,0,0,0,0,124,26,139,1,54,50,,,,,
518011,KEERTHI,XT,KEERTHI INDUSTRIES LTD.,17410,18280,16540,0,0,0,0,36050,7435,31390,5,18280,16540,,,,,
518075,SURAJ,XD,SURAJ PRODUCTS LTD.,1264,1327,1201,0,0,0,0,2580,532,6037,1,1327,1201,,,,,
519003,MODINATUR,XC,MODI NATURALS LIMITED,13075,14380,11770,0,0,0,0,33930,5,71205,5,14380,11770,,,,,
519014,PRSNTIN,P,PRASHANT INDIA LTD.,120,126,114,0,0,0,0,232,48,292,1,126,114,,,,,
519031,SHAHFOOD,XD,SHAH FOODS LTD.,6850,7190,6510,0,0,0,0,12415,2560,17420,5,7190,6510,,,,,
519064,ZKHANDEN,P,KHANDELWAL EXTRACTION LTD.,870,913,827,0,0,0,0,1687,348,2122,1,913,827,,,,,
519097,RITESHIN,XT,RITESH INTERNATIONAL LTD.,545,572,518,0,0,0,0,1047,216,893,1,572,518,,,,,
519126,HNDFDS,XT,HINDUSTAN FOODS LTD.,16625,17455,15795,0,0,0,0,35450,5,33725,5,17455,15795,,,,,
519152,VADILENT,XT,VADILAL ENTERPRISES LTD.,69000,72450,65550,0,0,0,0,124635,25700,113520,5,72450,65550,,,,,
519174,ASHAI,XT,ASHIANA AGRO INDUSTRIES LTD.,242,254,230,0,0,0,0,450,93,502,1,254,230,,,,,
519214,WILLIMFI,XT,WILLIAMSON FINANCIAL SERVICES ,3205,3365,3045,0,0,0,0,6070,1255,7145,5,3365,3045,,,,,
519216,AJANTSOY,XD,AJANTA SOYA LTD.,5485,5755,5215,0,0,0,0,17865,5,12020,5,5755,5215,,,,,
519230,RICHIRICH,XD,RICHIRICH INVENTURES LIMITED,399,418,380,0,0,0,0,605,125,978,1,418,380,,,,,
519238,SPTRSHI,P,SAPTARISHI AGRO INDUSTRIES LTD,314,329,299,0,0,0,0,372,77,314,1,314,299,,,,,
519242,SRDAPRT,P,SARDA PROTEINS LTD.,450,472,428,0,0,0,0,873,180,1098,1,472,428,,,,,
519262,PRIMAGR,XT,PRIMA AGRO LTD.,1205,1265,1145,0,0,0,0,2064,426,1446,1,1265,1145,,,,,
519279,MADHURIND,XT,MADHUR INDUSTRIES LTD.,1200,1260,1140,0,0,0,0,2201,454,4074,1,1260,1140,,,,,
519285,TARAI,XT,TARAI FOODS LTD.,588,599,577,0,0,0,0,1047,216,605,1,599,577,,,,,
519287,MODAIRY,XD,MODERN DAIRIES LTD.,2180,2395,1965,0,0,0,0,4080,5,5200,5,2395,1965,,,,,
519295,BAMBINO,XT,BAMBINO AGRO INDUSTRIES LTD.,22485,23605,21365,0,0,0,0,45605,9405,31815,5,23605,21365,,,,,
519299,PRIMIND,Z,PRIME INDUSTRIES LTD.,76,79,73,0,0,0,0,147,31,192,1,79,73,,,,,
519303,TROMBOEXT,P,Trombo Extractions Limited,1445,1517,1373,0,0,0,0,2803,578,3525,1,1517,1373,,,,,
519307,VIKASWSP,XT,VIKAS WSP LTD.,1042,1094,990,0,0,0,0,3283,1,2943,1,1094,990,,,,,
519319,AASHEE,XT,AASHEE INFOTECH LTD.,248,260,236,0,0,0,0,481,100,551,1,260,236,,,,,
519331,VSFPROJ,XD,VSF PROJECTS LTD.,782,821,743,0,0,0,0,1445,298,2928,1,821,743,,,,,
519359,POONADAL,XD,POONA DAL & OIL INDUSTRIES LTD,3740,4110,3370,0,0,0,0,8780,5,10250,5,4110,3370,,,,,
519415,KMGMILK,P,KMG MILK FOOD LTD.,2030,2130,1930,0,0,0,0,4060,840,5185,5,2130,1930,,,,,
519421,KSE,XT,KSE LTD.,89200,93660,84740,0,0,0,0,162960,33600,135540,5,93660,84740,,,,,
519439,PIONAGR,XD,PIONEER AGRO EXTRACTS LTD.,856,898,814,0,0,0,0,1746,360,2457,1,898,814,,,,,
519455,NARBADA,XT,NARBADA GEMS AND JEWELLERY LTD,1700,1785,1615,0,0,0,0,2942,607,3201,1,1785,1615,,,,,
519457,VIRATCRA,XT,VIRAT CRANE INDUSTRIES LTD.,4400,4620,4180,0,0,0,0,9405,1940,12270,5,4620,4180,,,,,
519463,IBINFO,XT,IB INFOTECH ENTERPRISES LTD.,1720,1805,1635,0,0,0,0,4865,1005,6035,5,1805,1635,,,,,
519475,CHORDIA,XD,CHORDIA FOOD PRODUCTS LTD.,11300,11865,10735,0,0,0,0,27680,5,64950,5,11865,10735,,,,,
519477,CIANAGRO,P,CIAN Agro Ind & Infra Ltd,1250,1312,1188,0,0,0,0,2425,500,3050,1,1312,1188,,,,,
519479,OMEAG,XT,OMEGA AG-SEEDS (PUNJAB) LTD.,1009,1059,959,0,0,0,0,1920,396,1742,1,1059,959,,,,,
519483,TAIIND,XT,TAI INDUSTRIES LTD.,2665,2795,2535,0,0,0,0,7145,5,8240,5,2795,2535,,,,,
519491,OCEAGRO,XD,OCEAN AGRO (INDIA) LTD.,3810,4000,3620,0,0,0,0,8195,5,9570,5,4000,3620,,,,,
519500,BKV,XT,BKV INDUSTRIES LTD.,190,199,181,0,0,0,0,388,80,512,1,199,181,,,,,
519532,ASIANTNE,XT,ASIAN TEA & EXPORTS LTD.,1955,2050,1860,0,0,0,0,4840,5,6905,5,2050,1860,,,,,
519560,NEHAINT,XD,NEHA INTERNATIONAL LTD.,901,946,856,0,0,0,0,2231,1,4052,1,946,856,,,,,
519604,SURFI,XT,SURYO FOODS & INDUSTRIES LTD.,943,990,896,0,0,0,0,1761,364,2806,1,990,896,,,,,
519606,INTEGFD,XT,INTEGRATED PROTEINS LTD.,213,223,203,0,0,0,0,434,90,522,1,223,203,,,,,
519612,MAHAANF,XD,MAHAAN FOODS LTD.,1745,1830,1660,0,0,0,0,3265,675,2470,5,1830,1660,,,,,
520073,RACLGEAR,XT,RACL Geartech Limited,3870,4060,3680,0,0,0,0,7485,1545,14960,5,4060,3680,,,,,
520075,SAMKRG,XC,SAMKRG PISTONS & RINGS LTD.,27990,33585,22395,0,0,0,0,67530,5,122780,5,33585,22395,,,,,
520081,ECSTSTL,P,EAST COAST STEEL LTD.,5960,6255,5665,0,0,0,0,8600,1775,12675,5,6255,5665,,,,,
520121,ARCEEIN,XT,ARCEE INDUSTRIES LTD.,257,269,245,0,0,0,0,475,98,795,1,269,245,,,,,
520123,ABCINDQ,XD,ABC INDIA LTD.,10770,12920,8620,0,0,0,0,28890,5,46675,5,12920,8620,,,,,
520127,BALTE,XT,BALURGHAT TECHNOLOGIES LTD.,310,325,295,0,0,0,0,481,100,695,1,325,295,,,,,
520131,COARO,P,COASTAL ROADWAYS LTD.,2905,3050,2760,0,0,0,0,6295,1300,5355,5,3050,2760,,,,,
520139,JAGSONAI,XT,JAGSON AIRLINES LTD.,474,497,451,0,0,0,0,616,128,661,1,497,451,,,,,
520141,SIBARAUT,XT,SIBAR AUTO PARTS LTD.,1780,1865,1695,0,0,0,0,3425,5,4660,5,1865,1695,,,,,
520155,STARLOG,XC,Starlog Enterprises Limited,9140,10965,7315,0,0,0,0,36170,5,56440,5,10965,7315,,,,,
521003,SHVSUIT,P,SHIVA SUITINGS LTD.,1160,1218,1102,0,0,0,0,2250,464,2830,1,1218,1102,,,,,
521005,INDOVATION,XT,INDOVATION TECHNOLOGIES LTD.,1430,1501,1359,0,0,0,0,3135,1,13450,1,1501,1359,,,,,
521036,SOURCEIND,XT,SOURCE INDUSTRIES (INDIA) LTD.,133,139,127,0,0,0,0,275,57,419,1,139,127,,,,,
521038,TAMJAIM,XT,TAMILNADU JAIBHARAT MILLS LTD.,416,436,396,0,0,0,0,923,191,905,1,436,396,,,,,
521048,ADVLIFE,XT,ADVANCE LIFESTYLES LTD.,1900,1995,1805,0,0,0,0,3395,700,4865,5,1995,1805,,,,,
521054,KAKTEX,XT,KAKATIYA TEXTILES LTD.,490,514,466,0,0,0,0,970,200,1366,1,514,466,,,,,
521062,OCTAVE,XD,PERFECT-OCTAVE MEDIA PROJECTS ,154,161,147,0,0,0,0,436,90,2648,1,161,147,,,,,
521068,HISARSP,P,HISAR SPINNING MILLS LTD.,826,867,785,0,0,0,0,1848,382,1388,1,867,785,,,,,
521080,PASARI,XT,PASARI SPINNING MILLS LTD.,283,297,269,0,0,0,0,525,109,341,1,297,269,,,,,
521097,AMARJOTHI,XD,AMARJOTHI SPINNING MILLS LTD.,20750,24900,16600,0,0,0,0,51700,5,62965,5,24900,16600,,,,,
521105,OLYMPTX,XT,OLYMPIA INDUSTRIES LTD.,29500,30975,28025,0,0,0,0,63050,13000,39075,5,30975,28025,,,,,
521113,SUDTIND-B,XD,SUDITI INDUSTRIES LTD.,6715,7385,6045,0,0,0,0,15560,5,23660,5,7385,6045,,,,,
521127,KHTRFIB,XT,KHATOR FIBRE & FABRICS LTD.,2295,2405,2185,0,0,0,0,2750,570,2470,5,2405,2185,,,,,
521131,SBFL,XD,Shree Bhavya Fabrics Limited,710,745,675,0,0,0,0,1552,320,1561,1,745,675,,,,,
521133,GEMSPIN,P,GEM SPINNERS INDIA LTD.,260,273,247,0,0,0,0,504,104,610,1,273,247,,,,,
521137,EUREKAI,P,EUREKA INDUSTRIES LTD.,290,304,276,0,0,0,0,562,116,732,1,304,276,,,,,
521141,ADITYASP,XT,ADITYA SPINNERS LTD.,1050,1102,998,0,0,0,0,1726,356,1334,1,1102,998,,,,,
521149,PRIMEURB,XD,PRIME URBAN DEVELOPMENT INDIA ,3010,3610,2410,0,0,0,0,12270,5,23225,5,3610,2410,,,,,
521151,DHANFAB,XD,DHANLAXMI FABRICS LTD.,4435,4655,4215,0,0,0,0,7175,1480,9635,5,4655,4215,,,,,
521161,SLSTLQ,XD,SRI LAKSHMI SARASWATHI TEXTILE,3775,3960,3590,0,0,0,0,6305,1300,6075,5,3960,3590,,,,,
521167,FRONTBUSS,XD,FRONTLINE BUSINESS SOLUTIONS L,785,800,770,0,0,0,0,1312,560,2844,1,800,770,,,,,
