ScripCode,Scrip ID,Scrip Group,ScripName,Close Price,Daily Upper Value,Daily Lower Value,Weekly Upper Value,Weekly Lower Value,Monthly Upper Value,Monthly Lower Value,Quarterly Upper Value,Quarterly Lower Value,Yearly Upper Value,Yearly Lower Value,Final Upper Value,Final Lower Value,Filler1,Filler2,Filler3,Filler4,Filler5
535730,KHOOBSURAT,XD,KHOOBSURAT LTD,27,28,26,0,0,0,0,79,17,380,1,28,26,,,,,
535910,MMLF,MT,MONEY MASTERS LEASING & FINANC,598,627,569,0,0,0,0,1160,240,1615,1,627,569,,,,,
535916,ALSL,M,ALACRITY SECURITIES LTD,700,840,560,0,0,0,0,2972,1,1729,1,840,560,,,,,
535917,GCMCOMM,M,GCM COMMODITY & DERIVATIVES LT,380,418,342,0,0,0,0,811,1,1256,1,418,342,,,,,
536073,SILINFRA,T,SILVERPOINT INFRATECH LTD,456,478,434,0,0,0,0,665,138,2806,1,478,434,,,,,
536170,KUSHAL,T,KUSHAL TRADELINK LTD,20695,21105,20285,22760,18630,20695,12735,29510,12600,46100,5,20695,20285,,,,,
536456,RJBIOTECH,M,R J BIO-TECH LTD,2700,3240,2160,0,0,0,0,8350,5,16590,5,3240,2160,,,,,
536493,JK AGRI,XC,JK AGRI GENETICS LTD,83235,91555,74915,0,0,0,0,196940,5,215340,5,91555,74915,,,,,
536565,TRIMURTHI,XT,Trimurthi Limited,736,772,700,0,0,0,0,1517,313,1725,1,772,700,,,,,
536592,SKFL,T,SATKAR FINLEASE LTD,627,658,596,0,0,0,0,1134,1,2838,1,658,596,,,,,
536644,NEWEVER,M,NEWEVER TRADE WINGS LTD,130,156,104,0,0,0,0,504,1,1169,1,156,104,,,,,
536659,PVVINFRA,XT,PVV Infra Limited,1170,1228,1112,0,0,0,0,3927,1,5543,1,1228,1112,,,,,
536709,INDRENEW,XT,IND Renewable Energy Ltd,152,159,145,0,0,0,0,397,82,366,1,159,145,,,,,
536710,SRGSFL,M,S R G SECURITIES FINANCE LTD,2115,2325,1905,0,0,0,0,4945,5,14140,5,2325,1905,,,,,
536737,ACFSL,M,AMRAPALI CAPITAL AND FINANCE S,1495,1565,1425,0,0,0,0,7515,5,22085,5,1565,1425,,,,,
536738,STELLAR,M,STELLAR CAPITAL SERVICES LTD,574,602,546,0,0,0,0,1921,1,4694,1,602,546,,,,,
536751,FIVEXTRADE,XT,Five X Tradecom Limited,71,74,68,0,0,0,0,174,36,139,1,74,68,,,,,
536799,SRSFIN,XT,SRS FINANCE LTD,1530,1560,1500,0,0,0,0,3070,635,4405,5,1560,1500,,,,,
536820,BOSTONTEK,XT,BOSTON TEKNOWSYS (INDIA) LTD,1382,1451,1313,0,0,0,0,2302,475,3367,1,1451,1313,,,,,
536846,YURANUS,XD,YURANUS INFRASTRUCTURE LTD,771,809,733,0,0,0,0,1165,241,1732,1,809,733,,,,,
536868,INTELSOFT,XD,INTEGRA TELECOMMUNICATION & SO,4750,4985,4515,0,0,0,0,9700,2000,12200,5,4985,4515,,,,,
536965,BPCAP,XT,B. P. CAPITAL LTD,1220,1280,1160,0,0,0,0,3800,785,2300,5,1280,1160,,,,,
536974,CPL,T,CAPTAIN POLYPLAST LTD,13665,14345,12985,0,0,0,0,26955,5560,75395,5,14345,12985,,,,,
537068,SATYA,XT,SATYA MINERS & TRANSPORTERS LT,450,472,428,0,0,0,0,1008,208,1715,1,472,428,,,,,
537069,ARNOLD,XC,ARNOLD HOLDINGS LTD,683,751,615,0,0,0,0,1827,1,5074,1,751,615,,,,,
537092,MODEX,XD,MODEX INTERNATIONAL SECURITIES,3595,3950,3240,0,0,0,0,10050,5,39355,5,3950,3240,,,,,
537119,TENTIMETAL,M,Tentiwala Metal Products Limited,655,786,524,0,0,0,0,2187,1,3372,1,786,524,,,,,
537253,SUNLOC,XD,SUNIL HEALTHCARE LTD,8200,9840,6560,0,0,0,0,31645,5,46590,5,9840,6560,,,,,
537254,RCIIND,T,RCI INDUSTRIES & TECHNOLOGIES,15740,16525,14955,0,0,0,0,36285,7485,94655,5,16525,14955,,,,,
537259,SUYOG,T,SUYOG TELEMATICS LTD,38050,39950,36150,0,0,0,0,86330,17800,174620,5,39950,36150,,,,,
537326,CHEMTECH,M,CHEMTECH INDUSTRIAL VALVES LTD,1690,2028,1352,0,0,0,0,5166,1,8160,1,2028,1352,,,,,
537392,TAAZAINT,XD,Taaza International Ltd,1382,1451,1313,0,0,0,0,2322,479,1383,1,1383,1313,,,,,
537492,AGRIMONY,M,AGRIMONY COMMODITIES LTD,425,510,340,0,0,0,0,1503,1,3182,1,510,340,,,,,
537524,VIAANINDUS,XC,Viaan Industries Limited,2195,2630,1760,0,0,0,0,5675,5,8185,5,2630,1760,,,,,
537536,DENISCHEM,XD,DENIS CHEM LAB LTD,13645,15005,12285,0,0,0,0,35215,5,50075,5,15005,12285,,,,,
537573,POLYMAC,M,POLYMAC THERMOFORMERS LTD,3280,3935,2625,0,0,0,0,10955,5,16645,5,3935,2625,,,,,
537582,UNISHIRE,M,UNISHIRE URBAN INFRA LTD,661,674,648,0,0,0,0,1149,491,1416,365,674,648,,,,,
537669,SIVI,M,SIDDHI VINAYAK SHIPPING CORPORATION LTD,5115,5370,4860,0,0,0,0,7955,5,16455,5,5370,4860,,,,,
537707,ETT,XD,ETT LTD,1980,2075,1885,0,0,0,0,3840,795,3660,5,2075,1885,,,,,
537750,KIRANVYPAR,XC,KIRAN VYAPAR LTD,10040,12045,8035,0,0,0,0,36505,5,53525,5,12045,8035,,,,,
537766,BCP,M,B.C. POWER CONTROLS LTD,2450,2695,2205,0,0,0,0,7005,5,34760,5,2695,2205,,,,,
537784,KCSL,M,KARNIMATA COLD STORAGE LTD,1040,1248,832,0,0,0,0,3473,1,7414,1,1248,832,,,,,
537785,ANISHAIMPEX,M,ANISHA IMPEX LTD,840,1008,672,0,0,0,0,2588,1,5032,1,1008,672,,,,,
537800,MANGIND,XT,MANGALAM INDUSTRIAL FINANCE LT,196,205,187,0,0,0,0,531,1,1033,1,205,187,,,,,
537838,NEGOTIUM,XT,Negotium International Trade Limited,600,612,588,0,0,0,0,2648,546,30464,1,612,588,,,,,
537839,PHOENIXTN,XT,PHOENIX TOWNSHIP LTD,1760,1795,1725,0,0,0,0,1821,376,2049,1,1795,1725,,,,,
537840,RAUNAQEPC,XD,Raunaq EPC International Limited,12700,13335,12065,0,0,0,0,27030,5575,76430,5,13335,12065,,,,,
537954,SKP,M,SHRI KRISHNA PRASADAM LTD,1450,1740,1160,0,0,0,0,3333,1,4101,1,1740,1160,,,,,
537985,INFRONICS,XT,INFRONICS SYSTEMS LTD,740,777,703,0,0,0,0,1367,282,1966,1,777,703,,,,,
538019,OBIL,T,OCEANAA BIOTEK INDUSTRIES LTD,5295,5555,5035,0,0,0,0,9700,2000,11855,5,5555,5035,,,,,
538081,HARIAAPL,XD,HARIA APPARELS LTD,353,370,336,0,0,0,0,533,110,912,1,370,336,,,,,
538092,JOONKTOLL,XD,JOONKTOLLEE TEA & INDUSTRIES L,14995,16490,13500,0,0,0,0,40645,5,76210,5,16490,13500,,,,,
538119,RNBDENIMS,M,R&B DENIMS LTD,4090,4290,3890,0,0,0,0,5090,1050,10440,5,4290,3890,,,,,
538128,WOMENSNEXT,M,WOMENS NEXT LOUNGERIES LTD,5920,7100,4740,0,0,0,0,20155,5,31085,5,7100,4740,,,,,
538180,GOLDLINE,XC,GOLD LINE INTERNATIONAL FINVES,1615,1645,1585,0,0,0,0,2860,1225,5790,1495,1645,1585,,,,,
538212,SHARPINV,XC,SHARP INVESTMENTS LTD,555,582,528,0,0,0,0,1132,234,1961,1,582,528,,,,,
538273,RESPONSINF,XD,RESPONSE INFORMATICS LTD,505,530,480,0,0,0,0,853,176,1037,1,530,480,,,,,
538319,GCMCAPI,M,GCM CAPITAL ADVISORS LTD,250,262,238,0,0,0,0,1001,1,10580,1,262,238,,,,,
538351,AFEL,XT,A.F. ENTERPRISES LTD,729,765,693,0,0,0,0,950,196,5287,1,765,693,,,,,
538364,BCPAL,XT,BIRDHI CHAND PANNALAL AGENCIES,2520,2645,2395,0,0,0,0,8435,1740,13515,5,2645,2395,,,,,
538382,WESTLEIRES,XT,WEST LEISURE RESORTS LTD,6170,6290,6050,0,0,0,0,10115,4320,11510,2970,6290,6050,,,,,
538395,NAM,XD,NAM SECURITIES LTD,4750,4985,4515,0,0,0,0,9795,2020,8660,5,4985,4515,,,,,
538401,METSL,XT,MAESTROS ELECTRONICS & TELECOM,2665,2795,2535,0,0,0,0,5895,1220,5245,5,2795,2535,,,,,
538402,SPS,M,SPS FINQUEST LTD,12000,14400,9600,0,0,0,0,40045,5,53310,5,14400,9600,,,,,
538422,JACKSON,XC,JACKSON INVESTMENTS LTD,403,411,395,0,0,0,0,644,276,1431,369,411,395,,,,,
538423,ALPSMOTOR,XT,ALPS MOTOR FINANCE LTD,897,941,853,0,0,0,0,3589,740,14298,1,941,853,,,,,
538432,DIVINUS,XD,DIVINUS FABRICS LTD,13300,13965,12635,0,0,0,0,30405,6270,221485,5,13965,12635,,,,,
538433,CCFCL,XT,CLASSIC GLOBAL FINANCE & CAPIT,103,105,101,0,0,0,0,407,84,4836,1,105,101,,,,,
538446,DHANUKACOM,M,DHANUKA COMMERCIAL LTD,821,985,657,0,0,0,0,2738,1,5032,1,985,657,,,,,
538451,WORTH,XT,WORTH INVESTMENT & TRADING CO ,1408,1478,1338,0,0,0,0,2731,564,3435,1,1478,1338,,,,,
538465,AMARSEC,XT,AMARNATH SECURITIES LTD,2440,2560,2320,0,0,0,0,6925,5,5795,5,2560,2320,,,,,
538476,CTL,XD,CAPITAL TRADE LINKS LTD,1650,1730,1570,0,0,0,0,10570,5,31715,5,1730,1570,,,,,
538496,TARINI,M,TARINI INTERNATIONAL LTD,3175,3330,3020,0,0,0,0,4725,5,3710,5,3330,3020,,,,,
538520,SBL,XD,SIDDARTH BUSINESSES LTD,32,33,31,0,0,0,0,95,1,368,1,33,31,,,,,
538521,CROWNTOURS,XT,CROWN TOURS LTD,2150,2190,2110,0,0,0,0,5645,1165,10710,5,2190,2110,,,,,
538537,OMANSH,XD,OMANSH ENTERPRISES LTD,1765,1800,1730,0,0,0,0,3595,1540,4255,1100,1800,1730,,,,,
538539,JTAPARIA,XT,J. TAPARIA PROJECTS LTD,2650,2780,2520,0,0,0,0,5005,1035,3950,5,2780,2520,,,,,
538540,RLFL,XD,RAMCHANDRA LEASING & FINANCE L,69,70,68,0,0,0,0,318,66,3391,1,70,68,,,,,
538541,INCEPTUM,XT,Inceptum Enterprises Limited,1039,1090,988,0,0,0,0,2031,419,12273,1,1090,988,,,,,
538542,GOLDCOINHF,XT,GOLD COIN HEALTH FOODS LTD,1575,1653,1497,0,0,0,0,2811,580,5053,1,1653,1497,,,,,
538546,BRPL,M,BANSAL ROOFING PRODUCTS LTD,8375,8790,7960,0,0,0,0,23045,5,21215,5,8790,7960,,,,,
538547,OASIS,T,OASIS TRADELINK LTD,6805,7145,6465,0,0,0,0,15005,3095,46510,5,7145,6465,,,,,
538548,VITANAGRO,XT,VITAN AGRO INDUSTRIES LTD,870,913,827,0,0,0,0,2363,1,11424,1,913,827,,,,,
538557,SAIBABA,XD,SAI BABA INVESTMENT AND COMMER,39080,42985,35175,0,0,0,0,66665,5,50255,5,42985,35175,,,,,
538563,ADARSH,XD,ADARSH MERCANTILE LTD,445,467,423,0,0,0,0,863,178,1085,1,467,423,,,,,
538564,JAMESWARREN,XC,JAMES WARREN TEA LTD,12505,15005,10005,0,0,0,0,42900,5,70770,5,15005,10005,,,,,
538566,BESTSTEEL,XC,Best Steel Logistics Limited,9960,10955,8965,0,0,0,0,21700,5,19795,5,10955,8965,,,,,
538568,FRUTION,XT,FRUITION VENTURE LTD,1800,1890,1710,0,0,0,0,3055,630,4135,5,1890,1710,,,,,
538569,TRIVENIENT,XT,TRIVENI ENTERPRISES LTD,8048,8450,7650,0,0,0,0,15610,3220,19635,5,8450,7650,,,,,
538570,ACHAL,XT,ACHAL INVESTMENTS LTD,207,211,203,0,0,0,0,834,172,9184,1,211,203,,,,,
538575,SOLISMAR,XT,Solis Marketing Limited,90,94,86,0,0,0,0,379,1,2421,1,94,86,,,,,
538576,BHANDERI,M,BHANDERI INFRACON LTD,12870,15440,10300,0,0,0,0,44255,5,69085,5,15440,10300,,,,,
538579,TRIVIKRAMA,M,Trivikrama Industries Ltd.,496,595,397,0,0,0,0,1793,1,2921,1,595,397,,,,,
538595,GLOSTER,XC,GLOSTER LTD,51155,61385,40925,0,0,0,0,175850,5,258400,5,61385,40925,,,,,
538596,QUANTBUILD,XD,QUANTUM BUILD-TECH LTD,141,148,134,0,0,0,0,388,80,424,1,148,134,,,,,
538597,TTIENT,XD,TTI ENTERPRISE LTD,250,262,238,0,0,0,0,725,1,1169,1,262,238,,,,,
538598,VISHAL,M,VISHAL FABRICS LTD,36500,40150,32850,0,0,0,0,57330,5,80265,5,40150,32850,,,,,
538607,TOYAMIND,XC,Toyam Industries Limited,323,339,307,0,0,0,0,360,75,2666,1,339,307,,,,,
538608,DWITIYA,XT,DWITIYA TRADING LTD,27050,28400,25700,0,0,0,0,67860,5,90265,5,28400,25700,,,,,
538609,GAJANANSEC,XT,GAJANAN SECURITIES SERVICES LT,1026,1077,975,0,0,0,0,1990,411,2503,1,1077,975,,,,,
538610,UNISON,XD,UNISON METALS LTD,4100,4305,3895,0,0,0,0,7795,1610,11745,5,4305,3895,,,,,
538611,RTFL,XT,Real Touch Finance Limited,2700,2835,2565,0,0,0,0,3800,785,5745,5,2835,2565,,,,,
538634,VRL,XD,VASUNDHARA RASAYANS LTD,5320,5585,5055,0,0,0,0,6790,1400,7795,5,5585,5055,,,,,
538646,PARNAMI,XT,PARNAMI CREDITS LTD,764,802,726,0,0,0,0,2258,466,2562,1,802,726,,,,,
538647,PURSHOTTAM,XD,PURSHOTTAM INVESTOFIN LTD,1615,1695,1535,0,0,0,0,2540,525,1610,5,1615,1535,,,,,
538652,HCLTD,XD,HIND COMMERCE LIMITED,300,315,285,0,0,0,0,582,120,732,1,315,285,,,,,
538653,AMMLTD,XC,Appu Marketing & Manufacturing Limited,32020,33620,30420,0,0,0,0,61505,12685,122720,5,33620,30420,,,,,
538667,SIROHIA,MT,Sirohia & Sons Limited,895,939,851,0,0,0,0,2015,416,6446,1,939,851,,,,,
538668,NAYSAA,M,Naysaa Securities Limited,2000,2400,1600,0,0,0,0,8045,5,14550,5,2400,1600,,,,,
538674,CITYONLINE,XT,City Online Services Limited,301,316,286,0,0,0,0,824,170,1588,1,316,286,,,,,
538684,ENCASH,M,Encash Entertainment Limited,2585,2635,2535,0,0,0,0,4235,1810,5010,1295,2635,2535,,,,,
538706,ULTRACAB,T,Ultracab (India) Limited,13000,13650,12350,0,0,0,0,23280,4800,75070,5,13650,12350,,,,,
538707,RCCL,XD,Rajasthan Cylinders & Containers Limited,4470,4690,4250,0,0,0,0,9320,5,8940,5,4690,4250,,,,,
538708,ETIL,XT,Econo Trade (India) Limited,2200,2240,2160,0,0,0,0,5145,2200,13945,5,2240,2200,,,,,
538713,ATISHAY,T,Atishay Limited,11400,11625,11175,0,0,0,0,11685,4990,26110,5,11625,11175,,,,,
538714,SUCHITRA,XT,Suchitra Finance & Trading Company Limit,1960,2055,1865,0,0,0,0,4170,860,5400,5,2055,1865,,,,,
538716,ARYACAPM,M,Aryaman Capital Markets Limited,2450,2940,1960,0,0,0,0,7580,5,9570,5,2940,1960,,,,,
538731,POWERGYM,M,Powerhouse Gym & Wellness Ltd,1179,1296,1062,0,0,0,0,2297,1,3508,1,1296,1062,,,,,
538732,VGCL,M,Vibrant Global Capital Limited,1800,2160,1440,0,0,0,0,6510,5,12240,5,2160,1440,,,,,
538733,STARLIT,M,Starlit Power Systems Limited,1029,1234,824,0,0,0,0,3406,1,6071,1,1234,824,,,,,
538734,ADCC,M,ADCC Infocad Limited,14705,17645,11765,0,0,0,0,46425,5,45150,5,17645,11765,,,,,
538742,PANACHE,XD,Panache Innovations Limited,3370,3535,3205,0,0,0,0,4790,990,7135,5,3535,3205,,,,,
538743,MUDUNURU,XD,Mudunuru Limited,3660,3840,3480,0,0,0,0,7465,1540,11245,5,3840,3480,,,,,
538765,JSHL,M,JLA Infraville Shoppers Limited,237,284,190,0,0,0,0,1352,1,5766,1,284,190,,,,,
538770,CRANEINFRA,XT,Crane Infrastructure Limited,657,689,625,0,0,0,0,1398,289,1920,1,689,625,,,,,
538772,M3GLOBAL,XD,M3 Global Finance Ltd.,1735,1820,1650,0,0,0,0,3355,695,1730,5,1735,1650,,,,,
538777,ASIACAP,XD,ASIA CAPITAL LIMITED,1505,1580,1430,0,0,0,0,2915,605,3050,5,1580,1430,,,,,
538778,AKASHDEEP,XT,AKASHDEEP METAL INDUSTRIES LIMITED,2915,3060,2770,0,0,0,0,2915,605,3050,5,2915,2770,,,,,
538786,CIL,XT,Citizen Infoline Ltd.,441,463,419,0,0,0,0,855,177,1690,1,463,419,,,,,
538787,GBFL,XC,Goenka Business & Finance Limited,8425,8590,8260,0,0,0,0,13815,5900,32685,8425,8590,8425,,,,,
538788,GILADAFINS,XT,Gilada Finance & Investments Ltd.,1701,1786,1616,0,0,0,0,2137,441,3289,1,1786,1616,,,,,
538794,JETINFRA,M,Jet Infraventure Limited,13750,16500,11000,0,0,0,0,45755,5,77245,5,16500,11000,,,,,
538795,SAPPL,XD,Shree Ajit Pulp And Paper Ltd.,27975,33570,22380,0,0,0,0,66530,5,90140,5,33570,22380,,,,,
538812,AANCHALISP,M,Aanchal Ispat Limited,1420,1491,1349,0,0,0,0,1800,372,2774,1,1491,1349,,,,,
538817,CAPPIPES,M,Captain Pipes Limited,10100,12120,8080,0,0,0,0,33295,5,38080,5,12120,8080,,,,,
538834,MEL,XD,Meenakshi Enterprises Ltd.,31325,37590,25060,0,0,0,0,102000,5,164830,5,37590,25060,,,,,
538837,JSTL,XT,Jeevan Scientific Technology Limited,3385,3550,3220,0,0,0,0,13460,5,19475,5,3550,3220,,,,,
538838,ICL,XT,Indo Cotspin Limited,1193,1252,1134,0,0,0,0,2314,478,2925,1,1252,1134,,,,,
538857,SCC,XD,Scintilla Commercial & Credit  Limited,3000,3150,2850,0,0,0,0,6165,1275,10000,5,3150,2850,,,,,
538858,CAMSONBIO,XD,Camson Bio Technologies Ltd,2380,2495,2265,0,0,0,0,5810,5,16615,5,2495,2265,,,,,
538860,PANAFIC,XD,PANAFIC INDUSTRIALS LTD,644,656,632,0,0,0,0,1462,625,7206,1,656,632,,,,,
538862,MYMONEY,XD,My Money Securities Ltd.,2875,3015,2735,0,0,0,0,5575,1150,7380,5,3015,2735,,,,,
538863,AMARNATH,XD,SRI AMARNATH FINANCE LIMITED,705,740,670,0,0,0,0,1367,282,1720,1,740,670,,,,,
538868,CSL,XT,Continental Securities Limited,650,682,618,0,0,0,0,1321,273,1583,1,682,618,,,,,
538873,WINYCOMM,XD,WINY COMMERCIAL AND FISCAL SERVICES LIMI,550,577,523,0,0,0,0,1067,220,1342,1,577,523,,,,,
538874,NEXUSCOMMO,XT,Nexus Commodities & Technologies Ltd.,5950,6245,5655,0,0,0,0,9745,2010,12700,5,6245,5655,,,,,
538875,SELLWIN,XT,SELLWIN TRADERS LIMITED,1570,1645,1495,0,0,0,0,3915,810,3710,5,1645,1495,,,,,
538876,STSERV,XD,S.T. SERVICES LIMITED,1047,1099,995,0,0,0,0,3191,658,3691,1,1099,995,,,,,
538881,GALADAFIN,XD,Galada Finance Limited,1850,1940,1760,0,0,0,0,2910,600,5195,5,1940,1760,,,,,
538882,EMERALD,XD,Emerald Leasing Finance & Investment Com,4065,4265,3865,0,0,0,0,8730,1800,8515,5,4265,3865,,,,,
538890,MKEXIM,XD,M. K. Exim (India) Ltd.,989,1038,940,0,0,0,0,1425,294,2030,1,1038,940,,,,,
538891,SIPROJECTS,XD,South India Projects Ltd.,16605,19925,13285,0,0,0,0,55125,5,67455,5,19925,13285,,,,,
538894,OCTAL,XT,Octal Credit Capital Ltd.,1240,1302,1178,0,0,0,0,2425,500,3843,1,1302,1178,,,,,
538895,MIHIKA,XT,Mihika Industries Ltd.,1980,2075,1885,0,0,0,0,3665,760,4610,5,2075,1885,,,,,
538896,KANCHI,XT,Kanchi Karpooram Ltd.,6840,7180,6500,0,0,0,0,11075,2285,8390,5,7180,6500,,,,,
538897,SHRINIWAS,XD,Shri Niwas Leasing and Finance Limited,3860,4050,3670,0,0,0,0,7485,1545,9415,5,4050,3670,,,,,
538918,VANICOM,XD,Vani Commercials Limited,5248,5350,5145,0,0,0,0,8605,3675,12805,5,5350,5145,,,,,
538919,SKILVEN,XT,SKYLINE VENTURES INDIA LIMITED,1955,2050,1860,0,0,0,0,3005,620,4405,5,2050,1860,,,,,
538921,RAFL,M,Raghuvansh Agrofarms Limited,4925,5020,4830,0,0,0,0,10185,2100,29240,5,5020,4830,,,,,
538922,COSYN,XD,COSYN Limited,10415,12495,8335,0,0,0,0,45820,5,45965,5,12495,8335,,,,,
538923,SOFCOM,XT,SOFCOM SYSTEMS LIMITED,1715,1800,1630,0,0,0,0,3490,720,7075,5,1800,1630,,,,,
538926,NAPL,XT,Naturite Agro Products Limited,9300,9765,8835,0,0,0,0,18040,3720,22005,5,9765,8835,,,,,
538928,KARNAVATI,M,Karnavati Finance Limited,2000,2400,1600,0,0,0,0,4120,5,6415,5,2400,1600,,,,,
538935,ABHIFIN,XT,Abhishek Finlease limited,822,863,781,0,0,0,0,1053,218,958,1,863,781,,,,,
538942,MERCANTILE,XT,Mercantile Ventures Limited,1585,1615,1555,0,0,0,0,2285,475,6905,5,1615,1555,,,,,
538943,SONAL,XD,Sonal Mercantile Limited,887,931,843,0,0,0,0,1720,355,2061,1,931,843,,,,,
538952,ALFL,XT,Abhinav Leasing & Finance Limited,630,661,599,0,0,0,0,4410,1,11369,1,661,599,,,,,
538963,PACT,XD,Pact Industries Ltd.,485,509,461,0,0,0,0,828,171,3019,1,509,461,,,,,
538964,MERCURYLAB,XT,Mercury Laboratories Limited,42105,44210,40000,0,0,0,0,77600,16000,118340,5,44210,40000,,,,,
538965,CONCORD,XD,Concord Drugs Limited,4855,5825,3885,0,0,0,0,19470,5,30080,5,5825,3885,,,,,
538970,MANVIJAY,XD,Manvijay Development Company Limited,5960,6255,5665,0,0,0,0,11560,2385,15370,5,6255,5665,,,,,
538987,TALBROSENG,XD,TALBROS ENGINEERING LIMITED,28500,34200,22800,0,0,0,0,94505,5,122535,5,34200,22800,,,,,
538992,SAPL,XD,Sar  Auto Products Limited,9400,9870,8930,0,0,0,0,17340,3580,37285,5,9870,8930,,,,,
538993,PUROHITCON,XT,Purohit Construction Limited,700,735,665,0,0,0,0,1390,287,1371,1,735,665,,,,,
539005,JAYATMA,XD,Jayatma Spinners Limited,2000,2100,1900,0,0,0,0,3880,800,4880,5,2100,1900,,,,,
539006,PTCIL,XD,PTC Industries Ltd.,30215,36255,24175,0,0,0,0,95855,5,126205,5,36255,24175,,,,,
539007,PINCONLIFE,XC,Pincon Lifestyle Limited,5525,5800,5250,0,0,0,0,19465,4015,123760,5,5800,5250,,,,,
539009,GBL,XT,Gujarat Bitumen Ltd.,2875,3015,2735,0,0,0,0,4500,930,8295,5,3015,2735,,,,,
539011,CHENFERRO,XT,CHENNAI FERROUS INDUSTRIES LIMITED,578,606,550,0,0,0,0,810,168,1564,1,606,550,,,,,
539012,MEGRISOFT,XD,Megri Soft Limited,1590,1665,1515,0,0,0,0,2940,610,3525,5,1665,1515,,,,,
539013,GITARENEW,XT,GITA RENEWABLE ENERGY LIMITED,1071,1124,1018,0,0,0,0,2560,528,4431,1,1124,1018,,,,,
539014,KALPACOMME,XT,Kalpa Commercial Limited,12970,13615,12325,0,0,0,0,21415,4420,47625,5,13615,12325,,,,,
539016,NEIL,XD,Neil Industries Ltd.,3400,3570,3230,0,0,0,0,7275,1500,9220,5,3570,3230,,,,,
539017,ASHFL,M,Akme Star Housing Finance Limited,6650,6980,6320,0,0,0,0,14695,5,10550,5,6980,6320,,,,,
539018,BEEKAY,XD,Beekay Steel Industries Ltd.,16220,17030,15410,0,0,0,0,32785,6760,22055,5,17030,15410,,,,,
539026,SSPNFIN,M,SSPN Finance Limited,1800,2160,1440,0,0,0,0,6010,5,10335,5,2160,1440,,,,,
539040,TTIL,XD,Tirupati Tyres Ltd.,937,1124,750,0,0,0,0,3744,1,12729,1,1124,750,,,,,
539041,SVPHOUSING,M,SVP Housing Limited,4300,4515,4085,0,0,0,0,9240,5,25020,5,4515,4085,,,,,
539042,AGIIL,M,AGI Infra Limited,16700,20040,13360,0,0,0,0,47425,5,44060,5,20040,13360,,,,,
539091,CITL,XD,Consecutive Investments & Trading Compan,4999,5245,4750,0,0,0,0,9695,2000,12195,5,5245,4750,,,,,
539096,AANANDALAK,XT,Aananda Lakshmi Spinning Mills Limited,490,514,466,0,0,0,0,647,134,1000,1,514,466,,,,,
539097,YOGYA,M,Yogya Enterprises Limited,485,582,388,0,0,0,0,1686,1,3536,1,582,388,,,,,
539098,FILTRA,M,Filtra Consultants and Engineers Limited,2150,2580,1720,0,0,0,0,7580,5,7505,5,2580,1720,,,,,
539099,ATHCON,M,Athena Constructions Limited,2200,2420,1980,0,0,0,0,11355,5,31550,5,2420,1980,,,,,
539110,NORTHLINK,XD,Northlink Fiscal And Capital Services Lt,710,745,675,0,0,0,0,1443,298,2098,1,745,675,,,,,
539111,SHESHAINDS,XT,SHESHADRI INDUSTRIES LIMITED,683,717,649,0,0,0,0,739,153,1478,1,717,649,,,,,
539112,SAB,XD,SAB INDUSTRIES LIMITED,3500,3675,3325,0,0,0,0,5670,1170,3700,5,3675,3325,,,,,
539113,PML,XD,Paul Merchants Ltd.,390000,409500,370500,0,0,0,0,652040,134445,805160,5,409500,370500,,,,,
539114,HINDSECR,XT,Hind Securities & Credits Limited,436,457,415,0,0,0,0,884,183,2647,1,457,415,,,,,
539115,ALAN SCOTT,XT,Alan Scott Industries Ltd.,621,652,590,0,0,0,0,1623,335,2281,1,652,590,,,,,
539116,OPCHAINS,M,O. P. Chains Limited,2150,2580,1720,0,0,0,0,8015,5,7340,5,2580,1720,,,,,
539117,SUJALA,XD,Sujala Trading & Holding Ltd.,6525,6850,6200,0,0,0,0,11520,2380,13810,5,6850,6200,,,,,
539119,JAINMARMO,XT,Jain Marmo Industries Ltd.,1400,1470,1330,0,0,0,0,2716,560,3538,1,1470,1330,,,,,
539120,BFFL,XT,Bangalore Fort Farms Limited,1030,1081,979,0,0,0,0,1746,360,4379,1,1081,979,,,,,
539121,PALCO,XT,Palco Metals Limited,2825,2965,2685,0,0,0,0,5480,1130,6100,5,2965,2685,,,,,
539122,BODHTREE,XT,Bodhtree Consulting Limited,4240,4450,4030,0,0,0,0,8000,1650,17080,5,4450,4030,,,,,
539123,VBIND,XD,V B INDUSTRIES LIMITED,31835,38200,25470,0,0,0,0,106775,5,204350,5,38200,25470,,,,,
539124,SARVOTTAM,XT,Sarvottam Finvest Limited,3300,3465,3135,0,0,0,0,6400,1320,8050,5,3465,3135,,,,,
539125,LAYLA,XC,Layla Textile And Traders Limited,1715,1800,1630,0,0,0,0,15045,5,24340,5,1800,1630,,,,,
539131,CLLIMITED,XT,Crescent Leasing Limited,24500,25725,23275,0,0,0,0,46965,9685,176800,5,25725,23275,,,,,
539132,VEGETABLE,XD,Vegetable Products Limited.,378,415,341,0,0,0,0,1055,1,2224,1,415,341,,,,,
539143,SBCL,XC,Synergy Bizcon Limited,5660,5770,5550,0,0,0,0,9205,3935,194965,5,5770,5550,,,,,
539148,SHIVALIK,XT,Shivalik Rasayan Ltd.,33180,34835,31525,0,0,0,0,48845,10075,37840,5,34835,31525,,,,,
